Sl.no,Designation,Company,Experience,Location,More location,Working type,Category,Count of jobs
1164,Campaign Manager/Data Analyst,Ibizo Technologies,2 to 4 Yrs,Noida, Uttar Pradesh,Regular,Data Analyst,1
1165,"Data Analyst (BCA, MCA)",Leantycoon consulting services,1 Yrs, Punjab,Not Available,Regular,Data Analyst,1
1166,Data Engineer / Data Analyst,Docyt,4 to 8 Yrs,Noida, Uttar Pradesh,Regular,Data Analyst,1
1167,Data Analyst Trainee,MedTourEasy,0 to 4 Yrs,All India,Not Available,Regular,Data Analyst,1
1168,Business Data Analyst (India),Uplers,5 to 9 Yrs,All India,Not Available,Regular,Data Analyst,1
1169,FHIR Data Analyst,Infosys,1 to 5 Yrs,All India,Not Available,Regular,Data Analyst,1
1170,Data Analyst II (SQL Query Writing),Syneos Health,3 to 7 Yrs, Tamil Nadu,Salem,Regular,Data Analyst,1
1171,Data Analyst,Heelium,2 to 6 Yrs, Maharashtra,Pune,Regular,Data Analyst,1
1172,Data Analyst II (Salem - Office based),Syneos Health,2 to 6 Yrs,All India,Not Available,Regular,Data Analyst,1
1173,Data Scientist/Data Analyst-17740,Gemraj Technologies Ltd,3 to 7 Yrs,All India,Not Available,Regular,Data Analyst,1
1174,Data Analyst,Academy of Applied Arts,1 to 2 Yrs,All India,Not Available,Regular,Data Analyst,1
1175,Data Analyst,Eloelo,2 to 3 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1176,Technical Data Analyst (India),Addepar,2 to 6 Yrs, Maharashtra,Pune,Regular,Data Analyst,1
1177,Data Analyst Manager,Decision Point,6 to 10 Yrs, Haryana,Not Available,Regular,Data Analyst,1
1178,Business Data Analyst,buybuy BABY,5 to 9 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1179,Data Analyst,Uplers,4 to 8 Yrs,All India,Not Available,Regular,Data Analyst,1
1180,Master Data Analyst,Aurorium,5 to 6 Yrs, Maharashtra,Not Available,Regular,Data Analyst,1
1181,Data Analyst / Data Scientist (Fresher / Entry Level)-,Ovidtech Technologies,1 to 3 Yrs,All India,Not Available,Regular,Data Analyst,1
1182,Urgent Hiring Data Analyst For Gurgaon,Arth Manpower Consultants,1 to 3 Yrs, Haryana,Not Available,Regular,Data Analyst,1
1183,Client Success Analyst (Data Analyst) at Bandra,2Soft Solutions Pvt. Ltd.,3 to 6 Yrs, Maharashtra,Not Available,Regular,Data Analyst,1
1184,Data Analyst,Classic Informatics Private Limited,2 Yrs, Haryana,Not Available,Regular,Data Analyst,1
1185,Data Analyst,Ecovista Industries Pvt Ltd,1 to 5 Yrs,Kolkata, West Bengal,Regular,Data Analyst,1
1186,Data Analyst,DMI Housing Finance,1 to 5 Yrs,Delhi,Not Available,Regular,Data Analyst,1
1187,Data Analyst,Selections HR Services Private Limi...,2 to 6 Yrs, Maharashtra,Not Available,Regular,Data Analyst,1
1188,Senior Data Analyst,Sakon,3 to 7 Yrs, Maharashtra,Pune,Regular,Data Analyst,1
1189,Data Analyst,Quess IT Staffing,2 to 4 Yrs,All India,Not Available,Regular,Data Analyst,1
1190,Data Analyst,iOPEX Technologies,2 to 6 Yrs,Chennai, Tamil Nadu,Regular,Data Analyst,1
1191,Supply Chain Sustainability Data Analyst,Nextracker Inc.,5 to 9 Yrs,All India,Not Available,Regular,Data Analyst,1
1192,Reference Data Analyst - Team Leader,JPMorgan Chase & Co.,3 to 7 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1193,Lead Data Analyst,Ara Resources Private Limited,4 to 9 Yrs,Bangalore,Not Available,Regular,Data Analyst,1
1194,Data Analyst SQL ,YASH Technologies,3 to 7 Yrs, Maharashtra,Pune,Regular,Data Analyst,1
1195,Associate- Data Analyst,Macquarie Group,1 to 2 Yrs, Haryana,Not Available,Regular,Data Analyst,1
1196,Data Analyst,APEXX Global,3 to 6 Yrs, Maharashtra,Pune,Regular,Data Analyst,1
1197,Data Analyst,Mindstix,3 to 7 Yrs, Maharashtra,Pune,Regular,Data Analyst,1
1198,Data Analyst,JPMorgan Chase & Co,2 to 6 Yrs,All India,Not Available,Regular,Data Analyst,1
1199,Data Analyst ( US healthcare exp),growel softech,7 to 11 Yrs, Maharashtra,Pune,Regular,Data Analyst,1
1200,Sr. Data Analyst,Bharat Wire Ropes,4 to 7 Yrs, Maharashtra,Not Available,Regular,Data Analyst,1
1201,Senior Data Analyst,Anblicks,7 to 11 Yrs,Hyderabad, Telangana,Regular,Data Analyst,1
1202,Data Analyst,Deliveroo,3 to 7 Yrs,All India,Not Available,Regular,Data Analyst,1
1203,"Data Analyst, Global Support - Senior",Siemens,5 to 9 Yrs, Maharashtra,Thane,Regular,Data Analyst,1
1204,Urgent Hiring Data Analyst With Power BI Trainers South,Are you looking for Corporate Profe...,3 to 7 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1205,Data Analyst,Rising Spaces Private Limited,0 to 4 Yrs,All India,Not Available,Regular,Data Analyst,1
1206,Data Analyst SQL,Yash Technologies,3 to 7 Yrs, Maharashtra,Pune,Regular,Data Analyst,1
1207,Senior Data Analyst - MNC Bank,Workassist,8 to 14 Yrs, Maharashtra,Not Available,Regular,Data Analyst,1
1208,Interesting  Opportunity Data Analyst - SQL/Python,Techno-Comp Computer Services Pvt. ...,4 to 8 Yrs, Haryana,Not Available,Regular,Data Analyst,1
1209,Data Analyst,Wipro,3 to 7 Yrs, Maharashtra,Pune,Regular,Data Analyst,1
1210,Data Operations / Data Analyst,DAT Freight & Analytics,2 to 3 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1211,Data Analyst,DBS Bank,8 to 12 Yrs, Maharashtra,Not Available,Regular,Data Analyst,1
1212,Assistant Manager || Data Analyst,Lenskart.com,2 to 5 Yrs, Haryana,Not Available,Regular,Data Analyst,1
1213,Data Analyst,Smart Resourcing International (SRI...,4 to 5 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1214,Data Analyst - Intern,WebGo Software Labs,0 to 4 Yrs,All India,Not Available,Regular,Data Analyst,1
1215,Data Analyst / SQL Programmer |India,Colliers,3 to 5 Yrs,All India,Not Available,Regular,Data Analyst,1
1216,Data Analyst - Market Share,Annalect India,1 to 2 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1217,Data Analyst,SmartCoin Financials,2 to 4 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1218,Data Analyst,Taboola,4 to 8 Yrs,Delhi,Not Available,Regular,Data Analyst,1
1219,Data Analyst,PriceWho Inc.,2 to 6 Yrs,All India,Not Available,Regular,Data Analyst,1
1220,Data Analyst - 2,SatSure,2 to 6 Yrs,All India,Not Available,Regular,Data Analyst,1
1221,Data Analyst,Dvgsoft,2 to 6 Yrs,Jaipur, Rajasthan,Regular,Data Analyst,1
1222,WAM Data Analyst_Sr,EY,4 to 8 Yrs, Maharashtra,Not Available,Regular,Data Analyst,1
1223,Data Analyst,SUN Mobility,2 to 6 Yrs,All India,Not Available,Regular,Data Analyst,1
1224,Financial Data Analyst,Canopy,2 to 6 Yrs,All India,Not Available,Regular,Data Analyst,1
1225,Senior Data Analyst,Marktine Technology Solutions Pvt L...,5 to 9 Yrs,All India,Not Available,Regular,Data Analyst,1
1226,Software Data Analyst,Siemens Energy,2 to 6 Yrs, Maharashtra,Pune,Regular,Data Analyst,1
1227,Process & Data Analyst-Controllership,AXISCADES,2 to 3 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1228,Junior Data Analyst,Augmenta Asset Manager,0 to 1 Yr, Maharashtra,Not Available,Regular,Data Analyst,1
1229,(IND) Data Analyst II,Walmart Global Tech India,3 to 7 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1230,Data Analyst,Finolex Industries,3 to 5 Yrs,All India,Not Available,Regular,Data Analyst,1
1231,Lead Data Analyst,ValueLabs,7 to 11 Yrs,Hyderabad, Telangana,Regular,Data Analyst,1
1232,Data Analyst,Gravity AI,2 to 4 Yrs, Tamil Nadu,Coimbatore,Regular,Data Analyst,1
